,display_id,ad_id,clicked,uuid,document_id_x,timestamp,platform,geo_location,source_id,publisher_id,publish_time,document_id_y,campaign_id,advertiser_id
1883,533,144741,0,5ed80550fea3d7,1565744,39188,3,US>TX>641,632.0,324.0,2016-06-01 04:00:00,1337362,18488,2909
1884,714,144741,1,a14aa682344698,779939,50977,1,US>CA>862,2930.0,252.0,2015-07-15 00:00:00,1337362,18488,2909
1885,1872,144741,1,52597b003ab46a,779939,130991,1,US>NV>839,2930.0,252.0,2015-07-15 00:00:00,1337362,18488,2909
1886,824,144741,1,3b3c0aa9baa9b8,1163965,58930,1,US>CO>751,5326.0,876.0,2015-01-19 00:00:00,1337362,18488,2909
1887,1186,144741,0,6c7b9f5d6750c8,1682777,83259,1,US>CA>803,1627.0,714.0,2016-06-09 09:00:00,1337362,18488,2909
1888,1451,144741,0,6a769183740140,1755198,100709,1,US>MI>505,1605.0,1043.0,2016-06-13 08:00:00,1337362,18488,2909
1889,1926,144741,0,fbe89256c6c5d6,1787837,135121,1,US>OR>801,7367.0,874.0,2016-06-13 20:00:00,1337362,18488,2909
1890,60,167552,0,27a93bda59fc7e,1166114,4242,3,US>WA>819,7736.0,450.0,2016-03-18 13:00:00,1254178,19474,14
1891,119,167552,0,a2ddf096ae1d1b,1535449,8976,3,US>MA>506,11097.0,1227.0,2016-03-16 08:00:00,1254178,19474,14
1892,216,167552,0,949e7e82c237f1,1746382,15754,1,US>OK>650,10030.0,1089.0,2016-05-27 00:00:00,1254178,19474,14
1893,1582,167552,0,e7b12c64b3b668,1773534,109479,1,US>WA>819,7346.0,874.0,2016-06-12 00:00:00,1254178,19474,14
1894,1712,167552,0,5cb6c418f28e3d,1711406,119346,3,US>ID>758,1209.0,875.0,2016-06-10 14:00:00,1254178,19474,14
1895,1936,167552,1,61b559d1bbad56,1306462,135731,1,US>AZ>753,7736.0,450.0,2016-04-15 13:00:00,1254178,19474,14
1896,60,197798,0,27a93bda59fc7e,1166114,4242,3,US>WA>819,7736.0,450.0,2016-03-18 13:00:00,1503431,5607,849
1897,60,227367,0,27a93bda59fc7e,1166114,4242,3,US>WA>819,7736.0,450.0,2016-03-18 13:00:00,369297,25100,16
1898,60,257524,0,27a93bda59fc7e,1166114,4242,3,US>WA>819,7736.0,450.0,2016-03-18 13:00:00,1556282,26491,3190
1899,565,257524,0,f8f40c7b609a1f,797638,42555,3,US>CA>803,7270.0,58.0,2015-07-27 23:00:00,1556282,26491,3190
1900,576,257524,1,3de13f0ae54569,1770755,43105,1,US>NV>839,1745.0,236.0,2016-06-13 14:00:00,1556282,26491,3190
1901,1631,257524,0,a89a7e24040948,1785427,113615,1,US>OH>510,7344.0,874.0,2016-06-13 19:00:00,1556282,26491,3190
1902,682,257524,0,da99f60319899b,1546693,49050,1,US>TX>618,10030.0,1089.0,2016-05-18 00:00:00,1556282,26491,3190
1903,959,257524,0,9df4e8b468af6c,1077398,68036,3,US>WA>819,7097.0,935.0,2016-01-02 00:00:00,1556282,26491,3190
1904,1476,257524,0,725e2e81806077,1756640,102310,1,US>TX>618,417.0,743.0,2016-06-13 09:00:00,1556282,26491,3190
1905,1597,257524,1,2cdd425c410f91,1748682,111009,3,US>VT>523,6914.0,56.0,2016-06-12 00:00:00,1556282,26491,3190
1906,62,68291,0,65861840b3ab9f,1781623,4651,2,US>AZ>789,3213.0,265.0,2016-06-13 18:00:00,1057848,7625,2180
1907,1032,68291,0,12cce94848fa84,1708842,72493,2,US>AR>693,4691.0,180.0,2016-06-10 12:00:00,1057848,7625,2180
1908,1467,68291,1,3838a4e387111c,1573617,101826,2,US>CA>862,93.0,407.0,2016-06-01 00:00:00,1057848,7625,2180
1909,62,132780,0,65861840b3ab9f,1781623,4651,2,US>AZ>789,3213.0,265.0,2016-06-13 18:00:00,1203531,16528,1006
1910,162,132780,0,6d0f598944d622,1793819,12279,2,US>NY>501,8136.0,433.0,2016-06-14 00:00:00,1203531,16528,1006
1911,316,132780,0,d0c0d72ce8b4eb,1743986,22753,2,US>FL>534,366.0,781.0,2016-06-15 00:00:00,1203531,16528,1006
1912,321,132780,0,928d04e2c5c1a4,1774314,22949,2,US>IL>602,6011.0,433.0,2016-06-13 15:00:00,1203531,16528,1006
1913,373,132780,0,e604be0e1878c8,1651556,27884,2,US>FL>561,6868.0,41.0,2016-06-07 17:00:00,1203531,16528,1006
1914,1613,132780,0,2e0b810de242b3,1790102,112184,2,US>NC>517,5722.0,433.0,2016-06-15 00:00:00,1203531,16528,1006
1915,873,132780,1,5ed1827ad127f7,1742883,62265,2,US>LA>716,5720.0,433.0,2016-06-12 16:00:00,1203531,16528,1006
1916,883,132780,0,6c0ae5c44e0f26,1153926,62869,2,US>SC>546,5722.0,433.0,2016-03-14 10:00:00,1203531,16528,1006
1917,981,132780,1,63afe413340213,1107657,69527,2,US>TX>749,7439.0,236.0,2016-02-22 01:00:00,1203531,16528,1006
1918,1262,132780,0,efc507edfb6758,1769260,87866,2,US>OH>510,680.0,579.0,2016-06-13 14:00:00,1203531,16528,1006
1919,63,122737,0,df3451ceb2d99b,1790354,4955,2,US>CA>862,93.0,407.0,2016-06-13 22:00:00,208091,15702,372
1920,1318,122737,0,6a302830a73c2f,1749823,92229,2,US>RI>521,6673.0,781.0,2016-06-13 00:00:00,208091,15702,372
1921,63,125217,0,df3451ceb2d99b,1790354,4955,2,US>CA>862,93.0,407.0,2016-06-13 22:00:00,876083,16054,772
1922,63,202858,1,df3451ceb2d99b,1790354,4955,2,US>CA>862,93.0,407.0,2016-06-13 22:00:00,1128935,23482,3426
1923,972,202858,0,a9c797a2587784,1776947,69206,2,US>FL>534,553.0,180.0,2016-06-13 16:00:00,1128935,23482,3426
1924,63,247062,0,df3451ceb2d99b,1790354,4955,2,US>CA>862,93.0,407.0,2016-06-13 22:00:00,1613562,26061,2151
1925,64,22414,0,9a0a74debb45fc,38915,5058,1,US>GA>561,9462.0,240.0,2012-04-12 06:00:00,494366,3481,799
1926,227,22414,0,6603534f9fe712,1783262,16440,1,US>IL>602,3077.0,240.0,2016-06-13 07:00:00,494366,3481,799
1927,64,54049,1,9a0a74debb45fc,38915,5058,1,US>GA>561,9462.0,240.0,2012-04-12 06:00:00,865623,6235,5
1928,64,330189,0,9a0a74debb45fc,38915,5058,1,US>GA>561,9462.0,240.0,2012-04-12 06:00:00,1765521,29255,4022
1929,784,330189,0,b570b57516d897,1780319,55975,1,US>CT>533,6044.0,714.0,2016-06-13 18:00:00,1765521,29255,4022
1930,1718,330189,0,825f25fc8414bb,1780319,119861,1,US>FL>528,6044.0,714.0,2016-06-13 18:00:00,1765521,29255,4022
1931,989,330189,0,c607290f2940e4,774901,70081,3,US>CO>752,4615.0,740.0,2015-09-26 00:00:00,1765521,29255,4022
1932,1040,20266,0,759bca078b92bc,38915,72900,3,US>CA>862,9462.0,240.0,2012-04-12 06:00:00,787022,3257,1453
1933,1040,35426,0,759bca078b92bc,38915,72900,3,US>CA>862,9462.0,240.0,2012-04-12 06:00:00,892863,5180,901
1934,1040,133144,1,759bca078b92bc,38915,72900,3,US>CA>862,9462.0,240.0,2012-04-12 06:00:00,1294383,17083,1510
1935,1040,195019,0,759bca078b92bc,38915,72900,3,US>CA>862,9462.0,240.0,2012-04-12 06:00:00,1487863,3651,752
1936,1051,31279,0,f14e22381e5a1a,38915,73521,1,US>MA>506,9462.0,240.0,2012-04-12 06:00:00,858814,2258,535
1937,746,31279,0,92ede87cd6c883,986844,53494,1,US>MD>512,393.0,633.0,2015-10-12 00:00:00,858814,2258,535
1938,975,31279,0,ea2df9fcc22e00,1332327,69305,1,US>NC>517,7736.0,450.0,2016-04-21 00:00:00,858814,2258,535
1939,1858,31279,0,f9274adaa26041,441786,130152,3,US>PA>504,105.0,206.0,2014-11-30 00:00:00,858814,2258,535
1940,1051,147242,0,f14e22381e5a1a,38915,73521,1,US>MA>506,9462.0,240.0,2012-04-12 06:00:00,1108162,15428,2241
1941,1051,169351,1,f14e22381e5a1a,38915,73521,1,US>MA>506,9462.0,240.0,2012-04-12 06:00:00,1421757,20835,17
1942,1206,54030,1,5fa64d3b7c3486,38915,84647,1,US>DE>576,9462.0,240.0,2012-04-12 06:00:00,970269,7178,756
1943,1206,142428,0,5fa64d3b7c3486,38915,84647,1,US>DE>576,9462.0,240.0,2012-04-12 06:00:00,1327484,18199,1955
1944,1206,252432,0,5fa64d3b7c3486,38915,84647,1,US>DE>576,9462.0,240.0,2012-04-12 06:00:00,1217664,26317,2926
1945,187,252432,0,c3dd2fb676caaf,1788889,13660,1,US>CA>807,6054.0,714.0,2016-06-13 21:00:00,1217664,26317,2926
1946,746,252432,0,92ede87cd6c883,986844,53494,1,US>MD>512,393.0,633.0,2015-10-12 00:00:00,1217664,26317,2926
1947,1822,252432,0,4010ec87873edd,1684209,127787,1,US>CA>807,3083.0,240.0,2016-06-09 11:00:00,1217664,26317,2926
1948,66,173006,0,17bc948fe67b7f,1357917,5182,1,US>CA>803,8610.0,1142.0,2016-07-21 00:00:00,1031141,21149,1703
1949,995,173006,0,4d6e2faf1d9e62,1717049,70500,1,US>TX>641,9606.0,1066.0,2016-06-10 18:00:00,1031141,21149,1703
1950,117,173006,0,1b325e2d108966,1746417,8749,3,US>TX>618,4939.0,180.0,2016-06-13 00:00:00,1031141,21149,1703
1951,194,173006,1,435c948432254f,1729610,14167,1,US>WA>819,10030.0,1089.0,2016-04-26 00:00:00,1031141,21149,1703
1952,336,173006,0,ce171fa865128f,1119159,24082,1,US>AR>670,9135.0,1042.0,2016-02-26 17:00:00,1031141,21149,1703
1953,358,173006,0,19b0c934e7b4c0,551547,25600,3,US>CT>533,1653.0,833.0,2015-07-22 00:00:00,1031141,21149,1703
1954,866,173006,0,19eabc7a70c864,1690149,61891,1,US>CA>807,9606.0,1066.0,2016-06-09 15:00:00,1031141,21149,1703
1955,931,173006,0,cd9c37a4ce7d0c,1690149,65547,1,US>MN>611,9606.0,1066.0,2016-06-09 15:00:00,1031141,21149,1703
1956,1553,173006,0,33dfd0860ff4c9,1514641,107386,1,US>TX>625,8610.0,1142.0,2016-05-24 09:00:00,1031141,21149,1703
1957,538,173006,0,6654687e6c9573,1789030,39977,3,US>SC>570,4939.0,180.0,2016-06-14 00:00:00,1031141,21149,1703
1958,567,173006,0,3a52ff87ce2953,1178289,42590,1,US>NY>555,9135.0,1042.0,2016-03-23 09:00:00,1031141,21149,1703
1959,743,173006,0,2473a00b00ec5b,1178289,53162,1,US>NV>839,9135.0,1042.0,2016-03-23 09:00:00,1031141,21149,1703
1960,1166,173006,0,eff3c48fa43eac,1178289,82289,1,US>IL>602,9135.0,1042.0,2016-03-23 09:00:00,1031141,21149,1703
1961,1168,173006,0,eb41bfce7a10d4,1178289,82363,3,US>NC>517,9135.0,1042.0,2016-03-23 09:00:00,1031141,21149,1703
1962,1268,173006,0,862537dbd0c6a4,1178289,88187,1,US>NV>839,9135.0,1042.0,2016-03-23 09:00:00,1031141,21149,1703
1963,1487,173006,0,69285c46a3be24,1178289,103228,1,US>NE>722,9135.0,1042.0,2016-03-23 09:00:00,1031141,21149,1703
1964,665,173006,0,42cdab54971ccf,1065974,48029,3,US>NC>545,6399.0,574.0,2016-01-26 00:00:00,1031141,21149,1703
1965,769,173006,0,18b7944bc2c585,1729829,55172,3,US>WV>573,10030.0,1089.0,2016-03-14 00:00:00,1031141,21149,1703
1966,829,173006,0,6f99a6a286f186,1742757,59166,3,US>AZ>789,4939.0,180.0,2016-06-12 16:00:00,1031141,21149,1703
1967,1073,173006,0,11d21875091c75,1729744,75682,1,US>MO>604,10030.0,1089.0,2016-03-18 00:00:00,1031141,21149,1703
1968,1128,173006,0,9b4cb7826c98cf,1705922,79391,1,US>CA>803,978.0,75.0,2016-06-10 10:00:00,1031141,21149,1703
1969,1163,173006,0,a998f5b9fd6656,1653607,82053,1,US>CO>751,8610.0,1142.0,2016-06-07 18:00:00,1031141,21149,1703
1970,1794,173006,0,afafec515c9199,1380337,125459,1,US>OH>510,978.0,75.0,2016-05-03 01:00:00,1031141,21149,1703
1971,66,182355,0,17bc948fe67b7f,1357917,5182,1,US>CA>803,8610.0,1142.0,2016-07-21 00:00:00,1457524,21989,1218
1972,1933,182355,0,9bffe325816542,1142180,135472,1,US>TX>623,8610.0,1142.0,2016-07-14 00:00:00,1457524,21989,1218
1973,66,197120,0,17bc948fe67b7f,1357917,5182,1,US>CA>803,8610.0,1142.0,2016-07-21 00:00:00,1501866,23044,2712
1974,66,331260,0,17bc948fe67b7f,1357917,5182,1,US>CA>803,8610.0,1142.0,2016-07-21 00:00:00,1770164,249,87
1975,68,43517,0,d42f60c7dc7f92,488546,5344,2,US>FL>548,486.0,148.0,2014-01-15 00:00:00,942913,4647,1973
1976,654,43517,1,74a888499f256f,1666531,47493,2,US,11231.0,440.0,2016-06-08 13:00:00,942913,4647,1973
1977,68,146666,0,d42f60c7dc7f92,488546,5344,2,US>FL>548,486.0,148.0,2014-01-15 00:00:00,1286118,16797,2635
1978,443,146666,0,fe2d2db281f2d2,1771662,33299,2,US>NY>501,37.0,1078.0,2016-06-13 15:00:00,1286118,16797,2635
1979,1272,146666,0,3c96e98b22dc8a,970822,88584,2,US>WA>820,6236.0,740.0,2016-07-22 00:00:00,1286118,16797,2635
1980,1531,146666,0,28efc3dee76875,1763361,106299,2,US>MS>718,13062.0,440.0,2016-06-13 12:00:00,1286118,16797,2635
1981,1732,146666,0,7f2ad90e9b8bed,1763904,120585,2,US>MO>609,11629.0,440.0,2016-06-13 12:00:00,1286118,16797,2635
1982,68,198149,0,d42f60c7dc7f92,488546,5344,2,US>FL>548,486.0,148.0,2014-01-15 00:00:00,1387840,22843,2768
1983,141,198149,0,6ab39487c3aa9e,1094517,10813,2,US>IL>602,7368.0,148.0,2016-02-14 00:00:00,1387840,22843,2768
1984,69,23324,0,55cb2bec420633,1778538,5415,1,US>IL>602,10517.0,240.0,2016-06-13 05:00:00,819330,3642,1685
1985,645,23324,0,2451716a930794,1785066,46646,1,US>CA>803,6333.0,696.0,2016-06-13 19:00:00,819330,3642,1685
1986,1902,23324,1,4cbef30eade1ac,1514641,133350,1,US>NV>839,8610.0,1142.0,2016-05-24 09:00:00,819330,3642,1685
1987,1644,23324,0,82f86bdb44fe19,1793859,114292,1,US>CO>751,2902.0,56.0,2016-06-13 00:00:00,819330,3642,1685
1988,69,173452,1,55cb2bec420633,1778538,5415,1,US>IL>602,10517.0,240.0,2016-06-13 05:00:00,1433549,21245,3429
1989,599,173452,0,7ebd90c8d74602,1792013,44307,1,US>CA>803,10815.0,41.0,2016-06-13 22:00:00,1433549,21245,3429
1990,836,173452,0,843ad78e456793,1788348,59480,1,US>CA>803,7478.0,874.0,2016-06-14 00:00:00,1433549,21245,3429
1991,1191,173452,1,5febdde2280125,1752935,83628,1,US>WA>819,352.0,41.0,2016-06-13 00:00:00,1433549,21245,3429
1992,1822,173452,0,4010ec87873edd,1684209,127787,1,US>CA>807,3083.0,240.0,2016-06-09 11:00:00,1433549,21245,3429
1993,69,211848,0,55cb2bec420633,1778538,5415,1,US>IL>602,10517.0,240.0,2016-06-13 05:00:00,483893,24193,1453
1994,74,89858,1,9dfe4ad5813443,1778538,5695,3,US>KS>605,10517.0,240.0,2016-06-13 05:00:00,1090800,11635,2727
1995,785,89858,1,9c6690b68c75ca,1771341,55984,2,US>MO>619,4181.0,440.0,2016-06-13 14:00:00,1090800,11635,2727
1996,74,105510,0,9dfe4ad5813443,1778538,5695,3,US>KS>605,10517.0,240.0,2016-06-13 05:00:00,1160158,13642,2848
1997,74,255779,0,9dfe4ad5813443,1778538,5695,3,US>KS>605,10517.0,240.0,2016-06-13 05:00:00,1258846,26410,2840
1998,1893,255779,0,4fc8debea16198,1792820,132391,3,US>CA>807,96.0,183.0,2016-06-13 23:00:00,1258846,26410,2840
1999,1261,255779,0,a59aaef16ec7c7,1782350,87838,3,US>NE>652,6872.0,41.0,2016-06-13 00:00:00,1258846,26410,2840
2000,1464,255779,1,eaf58eebcaa08d,1761591,101606,3,US>GA>524,4544.0,79.0,2016-06-13 00:00:00,1258846,26410,2840
2001,661,235444,0,ac54f7a53a1d99,1778538,47937,1,US>MA>506,10517.0,240.0,2016-06-13 05:00:00,1377696,11652,555
2002,661,324193,1,ac54f7a53a1d99,1778538,47937,1,US>MA>506,10517.0,240.0,2016-06-13 05:00:00,1617964,29046,2754
2003,123,324193,0,cc449bf9f99c89,1699883,9111,3,US>MI>505,6673.0,781.0,2016-06-10 00:00:00,1617964,29046,2754
2004,258,324193,1,8f1f3780bccc86,4099,18825,3,US>CO>751,488.0,58.0,2013-03-12 00:00:00,1617964,29046,2754
2005,274,324193,0,e234b90443fcc7,1759586,20313,1,US>MO>609,6047.0,714.0,2016-06-13 10:00:00,1617964,29046,2754
2006,1069,324193,0,1b73059d218488,1783281,75299,1,US>CA>800,6238.0,740.0,2016-06-18 13:00:00,1617964,29046,2754
2007,500,324193,0,95edd91a6f61bf,1771088,36700,1,US>CA>807,6450.0,206.0,2016-06-13 14:00:00,1617964,29046,2754
2008,1769,324193,0,befe356cce158a,1758691,123558,3,US>NY>501,8262.0,9.0,2016-06-13 10:00:00,1617964,29046,2754
2009,1342,324193,1,c1f16ffc277c01,1758662,93628,3,US>MN>613,10236.0,9.0,2016-06-13 10:00:00,1617964,29046,2754
2010,1593,324193,0,fd8148739e97ae,1789862,110734,1,US>OH>535,1136.0,468.0,2016-06-14 00:00:00,1617964,29046,2754
2011,1858,324193,0,f9274adaa26041,441786,130152,3,US>PA>504,105.0,206.0,2014-11-30 00:00:00,1617964,29046,2754
2012,661,328480,0,ac54f7a53a1d99,1778538,47937,1,US>MA>506,10517.0,240.0,2016-06-13 05:00:00,1760291,28467,2079
2013,454,328480,0,331430f6630966,1783040,34104,3,US>AK>743,2598.0,184.0,2016-06-13 18:00:00,1760291,28467,2079
2014,1217,9892,0,e547044b4206ab,1778538,85252,2,US>IL>602,10517.0,240.0,2016-06-13 05:00:00,602076,1892,172
2015,315,9892,0,3ac3cfffb073c3,1538670,22720,2,US>TX>618,5720.0,433.0,2016-05-28 00:00:00,602076,1892,172
2016,948,9892,0,9983e391c10eed,1742852,66696,2,US>OR>820,5721.0,433.0,2016-06-13 00:00:00,602076,1892,172
2017,1449,9892,0,af5c598415a660,64209,100478,2,US>TX>612,3471.0,111.0,2012-02-16 00:00:00,602076,1892,172
2018,1217,74954,0,e547044b4206ab,1778538,85252,2,US>IL>602,10517.0,240.0,2016-06-13 05:00:00,1076575,10004,957
2019,1217,89505,1,e547044b4206ab,1778538,85252,2,US>IL>602,10517.0,240.0,2016-06-13 05:00:00,1077953,11598,2727
2020,1217,98283,0,e547044b4206ab,1778538,85252,2,US>IL>602,10517.0,240.0,2016-06-13 05:00:00,1143984,724,377
2021,230,98283,1,54e8c65bdcf9f3,1788660,16546,2,US>NV,1574.0,78.0,2016-06-14 00:00:00,1143984,724,377
2022,1217,183119,0,e547044b4206ab,1778538,85252,2,US>IL>602,10517.0,240.0,2016-06-13 05:00:00,1458826,22073,3253
2023,1640,183119,1,aa7fbff46543c3,1794980,114200,2,US>CA>807,5717.0,433.0,2016-06-14 00:00:00,1458826,22073,3253
2024,587,183119,1,76ab4af51ffca5,1771256,43558,2,US>TX>618,5720.0,433.0,2016-06-13 14:00:00,1458826,22073,3253
2025,1217,309007,0,e547044b4206ab,1778538,85252,2,US>IL>602,10517.0,240.0,2016-06-13 05:00:00,1715797,28762,1224
2026,1246,309007,0,19c4edecad91fb,1790442,86663,2,US>NJ>501,3083.0,240.0,2016-06-13 10:00:00,1715797,28762,1224
2027,974,309007,0,ea695a57d93906,7054,69251,2,US>NY>501,10517.0,240.0,2013-09-13 00:00:00,1715797,28762,1224
2028,1557,309007,0,acf5e3e87202a6,7054,107601,2,US>NJ>501,10517.0,240.0,2013-09-13 00:00:00,1715797,28762,1224
2029,71,56754,0,2afee50f205cb1,1760902,5508,1,US>CA>862,3.0,740.0,2016-06-13 11:00:00,990043,913,336
2030,116,56754,0,16713f17d0274f,1154097,8698,3,US>TX>623,6925.0,796.0,2016-03-11 00:00:00,990043,913,336
2031,1651,56754,0,e0d89a5d227e26,443850,114939,3,US>MI>563,3.0,740.0,2015-12-03 00:00:00,990043,913,336
2032,71,69823,0,2afee50f205cb1,1760902,5508,1,US>CA>862,3.0,740.0,2016-06-13 11:00:00,1062635,9024,24
2033,432,69823,1,ac5be9c408862c,1768840,32657,1,US>CA>807,95.0,183.0,2016-06-13 14:00:00,1062635,9024,24
2034,580,69823,0,d2af478c3b317a,1786012,43207,1,US>TX>618,50.0,170.0,2016-06-13 20:00:00,1062635,9024,24
2035,71,74623,0,2afee50f205cb1,1760902,5508,1,US>CA>862,3.0,740.0,2016-06-13 11:00:00,715838,9962,19
2036,71,96378,0,2afee50f205cb1,1760902,5508,1,US>CA>862,3.0,740.0,2016-06-13 11:00:00,1139394,12506,372
2037,978,96378,0,5eb946769e5281,1774008,69421,1,US>TX>641,3.0,740.0,2016-06-13 15:00:00,1139394,12506,372
2038,71,151027,1,2afee50f205cb1,1760902,5508,1,US>CA>862,3.0,740.0,2016-06-13 11:00:00,1270285,18075,865
2039,978,151027,0,5eb946769e5281,1774008,69421,1,US>TX>641,3.0,740.0,2016-06-13 15:00:00,1270285,18075,865
2040,71,199447,0,2afee50f205cb1,1760902,5508,1,US>CA>862,3.0,740.0,2016-06-13 11:00:00,1098103,10945,1919
2041,71,257731,0,2afee50f205cb1,1760902,5508,1,US>CA>862,3.0,740.0,2016-06-13 11:00:00,1190227,24831,1650
2042,73,86281,0,2c2586fe531c8d,1769250,5674,2,US>NJ>501,3.0,740.0,2016-07-13 00:00:00,208091,9765,372
2043,294,86281,0,76eda7d20185ec,1757072,21408,2,US>CA>807,6333.0,696.0,2016-06-13 09:00:00,208091,9765,372
2044,548,86281,0,73cd1fb96de295,1530111,41097,2,US>WI>658,754.0,255.0,2016-05-26 21:00:00,208091,9765,372
2045,1403,86281,0,d0ed41c4d4f4a8,1709366,97427,2,US>WA>819,3537.0,3.0,2016-06-10 13:00:00,208091,9765,372
2046,1577,86281,0,1aa6375423eab5,1791642,109138,2,US>VA>544,5315.0,1046.0,2016-06-14 00:00:00,208091,9765,372
2047,1899,86281,0,bdbb0c6cf7449a,1761471,132791,2,US>MN>613,1813.0,158.0,2016-06-13 11:00:00,208091,9765,372
2048,73,162971,1,2c2586fe531c8d,1769250,5674,2,US>NJ>501,3.0,740.0,2016-07-13 00:00:00,1182296,20408,1031
2049,673,32780,0,dd73106502c3a7,1769250,48641,3,US>NJ>501,3.0,740.0,2016-07-13 00:00:00,457745,2592,1310
2050,103,32780,0,53b8eaa89f1878,1574467,7539,1,US>MO>616,10030.0,1089.0,2016-02-18 00:00:00,457745,2592,1310
2051,673,82218,1,dd73106502c3a7,1769250,48641,3,US>NJ>501,3.0,740.0,2016-07-13 00:00:00,1029733,8273,2238
2052,1718,82218,0,825f25fc8414bb,1780319,119861,1,US>FL>528,6044.0,714.0,2016-06-13 18:00:00,1029733,8273,2238
2053,1096,82218,0,764d3f7a580284,735143,77735,1,US>CA>807,3.0,740.0,2016-06-12 00:00:00,1029733,8273,2238
2054,673,92113,0,dd73106502c3a7,1769250,48641,3,US>NJ>501,3.0,740.0,2016-07-13 00:00:00,1120766,11946,2741
2055,79,92113,1,9d376148017289,1672143,5793,1,US>NM>790,9606.0,1066.0,2016-06-08 17:00:00,1120766,11946,2741
2056,767,92113,0,209c10d14715af,1061084,55148,3,US>PA>508,1209.0,875.0,2016-01-23 21:00:00,1120766,11946,2741
2057,673,95103,0,dd73106502c3a7,1769250,48641,3,US>NJ>501,3.0,740.0,2016-07-13 00:00:00,1098103,10945,1919
2058,76,95103,0,23c6c76aeab262,1727629,5723,3,US>IL>609,6240.0,740.0,2016-06-14 00:00:00,1098103,10945,1919
2059,119,95103,0,a2ddf096ae1d1b,1535449,8976,3,US>MA>506,11097.0,1227.0,2016-03-16 08:00:00,1098103,10945,1919
2060,1659,95103,0,e9f01214ef8338,1535449,115761,1,US>CA>807,11097.0,1227.0,2016-03-16 08:00:00,1098103,10945,1919
2061,1327,95103,0,57864522c9bda4,1743028,92898,3,US>PA>508,1786.0,118.0,2016-06-13 00:00:00,1098103,10945,1919
2062,241,95103,0,49b9db7d6afad7,1647323,17428,1,US>OK>650,8610.0,1142.0,2016-06-07 11:00:00,1098103,10945,1919
2063,1866,95103,0,dce6cbebfe3773,1647323,130493,1,US>IL>602,8610.0,1142.0,2016-06-07 11:00:00,1098103,10945,1919
2064,309,95103,0,6ddac3ea833228,1767689,22500,3,US>CO>751,677.0,93.0,2016-06-13 13:00:00,1098103,10945,1919
2065,354,95103,0,fc1873b64958d9,1783281,25344,3,US>CA>862,6238.0,740.0,2016-06-18 13:00:00,1098103,10945,1919
2066,731,95103,0,18fb1d527104ca,1783281,52461,3,US>CA>807,6238.0,740.0,2016-06-18 13:00:00,1098103,10945,1919
2067,1553,95103,0,33dfd0860ff4c9,1514641,107386,1,US>TX>625,8610.0,1142.0,2016-05-24 09:00:00,1098103,10945,1919
2068,1902,95103,0,4cbef30eade1ac,1514641,133350,1,US>NV>839,8610.0,1142.0,2016-05-24 09:00:00,1098103,10945,1919
2069,432,95103,0,ac5be9c408862c,1768840,32657,1,US>CA>807,95.0,183.0,2016-06-13 14:00:00,1098103,10945,1919
2070,815,95103,0,3be5a39f5ac79c,1065974,58473,3,US>WA>820,6399.0,574.0,2016-01-26 00:00:00,1098103,10945,1919
2071,714,95103,0,a14aa682344698,779939,50977,1,US>CA>862,2930.0,252.0,2015-07-15 00:00:00,1098103,10945,1919
2072,870,95103,0,8843728fa55267,1706410,62106,3,US>TX>625,1209.0,875.0,2016-06-10 11:00:00,1098103,10945,1919
2073,1300,95103,0,6af1cd02551500,1197937,90534,3,US>CA>803,93.0,407.0,2016-03-27 22:00:00,1098103,10945,1919
2074,1311,95103,0,41ebb541f47afb,1722701,91642,3,US>OH>510,6914.0,56.0,2016-06-11 00:00:00,1098103,10945,1919
2075,1358,95103,0,24d6622b5f21fc,1792425,94792,3,US>MI>505,1487.0,578.0,2016-06-13 23:00:00,1098103,10945,1919
2076,1537,95103,0,f97ef3994d2474,1764870,106764,3,US>FL>561,7744.0,1204.0,2016-06-13 12:00:00,1098103,10945,1919
2077,1677,95103,0,ec71ed95b887b8,1764112,116923,3,US>TX>635,7367.0,874.0,2016-06-13 12:00:00,1098103,10945,1919
2078,1906,95103,0,437e1e0de15434,226012,133596,1,US>IN>527,436.0,91.0,2016-07-31 01:00:00,1098103,10945,1919
2079,1944,95103,0,f9037e9d923cc2,1708861,136273,3,US>SC>520,1209.0,875.0,2016-06-10 12:00:00,1098103,10945,1919
2080,673,132858,0,dd73106502c3a7,1769250,48641,3,US>NJ>501,3.0,740.0,2016-07-13 00:00:00,1160307,17030,285
2081,1589,132858,0,c236a2ec3f5071,1772854,110215,3,US>CA>807,978.0,75.0,2016-06-13 15:00:00,1160307,17030,285
2082,978,132858,0,5eb946769e5281,1774008,69421,1,US>TX>641,3.0,740.0,2016-06-13 15:00:00,1160307,17030,285
2083,1013,132858,0,184f2d401c78e6,1775194,71236,3,US>IL>610,4937.0,180.0,2016-06-13 16:00:00,1160307,17030,285
2084,673,236093,0,dd73106502c3a7,1769250,48641,3,US>NJ>501,3.0,740.0,2016-07-13 00:00:00,1591579,25585,2010
2085,673,249609,0,dd73106502c3a7,1769250,48641,3,US>NJ>501,3.0,740.0,2016-07-13 00:00:00,1109881,26128,3829
2086,75,26894,0,bad66ee1699355,1720554,5706,1,US>PA>574,366.0,781.0,2016-06-11 00:00:00,840536,4080,16
